1		0.448819	0.44586666666666669 	0.43445692883895132
2		0.591623    0.89739884393063585 	0.89121037463976949
4		1.15498      1.2622866011381273 	1.7556037599421548
8		1.75776      2.2598684210526314 	3.350104821802935
16		2.7004       4.1188630490956069 	6.3476821192052979
32		2.93879      7.3029266438616496 	7.9171842650103521
64		1.62106       9.150251617541338 	12.03500473036897
128		0.672082      12.446915584415585	17.470895861755345
256		0.439485      8.6743948175929084	22.475775480059085
512		0.46062       3.9051792119254154	26.550477845351868
